Trip ID,SURVEYZONE_START,SURVEYZONE_END,qGENDER,qINCOME,qRACECODE,qCARACCESS,qPurposeRecode,Day Grouping,Within Zone?,Income Group,Purpose Grouping,qSustainableMode
5462,Inner Brooklyn,Inner Brooklyn,Female,"25,000− 34,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5463,Outer Queens,Outer Queens,Male,"100,000− 149,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5464,Northern Bronx,Northern Bronx,Male,"15,000− 24,999",Black,NO car,Shopping,Weekday,within,low income,Social,Yes
5465,Inner Brooklyn,Manhattan Core,Female,"100,000− 149,999",Hispanic,own car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
5466,Outer Brooklyn,Inner Brooklyn,Female,"100,000− 149,999",Hispanic,own car,Commute to/from work,Weekday,outside,middle income,Work/School,No
5467,Inner Brooklyn,Inner Brooklyn,Male," 75,000 -  99,999",White,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5468,Inner Brooklyn,Inner Brooklyn,Male,"35,000− 49,999",Other,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5469,Inner Brooklyn,Inner Brooklyn,Male,"Less than 14,999",Black,NO car,Social/recreation,Weekday,within,low income,Social,Yes
5470,Northern Manhattan,Northern Manhattan,Female,"35,000− 49,999",Black,NO car,Shopping,Weekday,within,low income,Social,Yes
5471,Outer Brooklyn,Outer Brooklyn,Female,"25,000− 34,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5472,Outer Brooklyn,Outer Brooklyn,Female,"100,000− 149,999",Hispanic,own car,Medical visit (doctor's office),Weekday,within,middle income,Others,No
5473,Inner Brooklyn,Inner Brooklyn,Female," 75,000 -  99,999",Black,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5474,Outer Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Black,own car,School,Weekday,outside,low income,Work/School,No
5475,Manhattan Core,Manhattan Core,Male,"150,000− 199,999",White,NO car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5476,Outer Brooklyn,Outer Brooklyn,Female," 75,000 -  99,999",Hispanic,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5477,Manhattan Core,Manhattan Core,Male,"Less than 14,999",Hispanic,NO car,Medical visit (doctor's office),Weekday,within,low income,Others,Yes
5478,Inner Brooklyn,Manhattan Core,Female,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5479,Northern Manhattan,Northern Bronx,Female," 75,000 -  99,999",Black,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,No
5480,Staten Island,Inner Brooklyn,Female,"50,000 -  74,999",Other,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
5481,Outer Brooklyn,Inner Brooklyn,Female," 75,000 -  99,999",Black,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
5482,Outer Brooklyn,Outer Brooklyn,Female,"50,000 -  74,999",Other,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5483,Manhattan Core,Manhattan Core,Male,"150,000− 199,999",Hispanic,own car,Medical visit (doctor's office),Weekday,within,high income,Others,Yes
5484,Outer Brooklyn,Outer Brooklyn,Male," 75,000 -  99,999",White,own car,Dining,Weekday,within,middle income,Social,No
5485,Staten Island,Staten Island,Female,"150,000− 199,999",White,own car,Business,Weekday,within,high income,Work/School,Yes
5486,Staten Island,Staten Island,Female,"35,000− 49,999",White,own car,Commute to/from work,Weekday,within,low income,Work/School,No
5487,Staten Island,Staten Island,Male,"35,000− 49,999",White,own car,Commute to/from work,Weekday,within,low income,Work/School,No
5488,Inner Brooklyn,Manhattan Core,Female,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5489,Staten Island,Staten Island,Female,"100,000− 149,999",Black,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5490,Inner Brooklyn,Manhattan Core,Female,"100,000− 149,999",White,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
5491,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Black,NO car,Social/recreation,Weekday,within,low income,Social,No
5492,Staten Island,Staten Island,Male,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5493,Staten Island,Staten Island,Female," 75,000 -  99,999",White,own car,Dining,Weekday,within,middle income,Social,No
5494,Staten Island,Manhattan Core,Female,"35,000− 49,999",White,own car,Shopping,Weekday,outside,low income,Social,No
5495,Staten Island,Staten Island,Male," 75,000 -  99,999",Asian,own car,Personal errands,Weekday,within,middle income,Others,Yes
5496,Northern Manhattan,Manhattan Core,Male,"100,000− 149,999",Black,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
5497,Manhattan Core,Manhattan Core,Male,"150,000− 199,999",White,own car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5498,Northern Manhattan,Northern Bronx,Female,"25,000− 34,999",Black,NO car,School,Weekday,outside,low income,Work/School,Yes
5499,Northern Manhattan,Northern Manhattan,Male,"35,000− 49,999",Hispanic,own car,Commute to/from work,Weekday,within,low income,Work/School,No
5500,Outer Brooklyn,Inner Brooklyn,Female,"100,000− 149,999",White,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,No
5501,Outer Brooklyn,Manhattan Core,Male,"Less than 14,999",White,NO car,Personal errands,Weekday,outside,low income,Others,Yes
5502,Northern Manhattan,Manhattan Core,Male,"100,000− 149,999",Black,NO car,Accompanying other traveler,Weekday,outside,middle income,Others,Yes
5503,Manhattan Core,Manhattan Core,Male,"15,000− 24,999",White,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5504,Staten Island,Staten Island,Male,"200,000 and above",White,own car,Commute to/from work,Weekday,within,high income,Work/School,No
5505,Northern Bronx,Northern Bronx,Female,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5506,Inner Queens,Manhattan Core,Male,"15,000− 24,999",Hispanic,NO car,Medical visit (doctor's office),Weekday,outside,low income,Others,Yes
5507,Northern Manhattan,Manhattan Core,Male,"15,000− 24,999",Hispanic,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5508,Outer Queens,Manhattan Core,Male," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
5509,Staten Island,Outside of NYC,Male,"Less than 14,999",White,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
5510,Outer Queens,Outer Queens,Female,"Less than 14,999",Asian,NO car,School,Weekday,within,low income,Work/School,Yes
5511,Outer Brooklyn,Outer Brooklyn,Male,"100,000− 149,999",Hispanic,NO car,School,Weekday,within,middle income,Work/School,No
5512,Outer Queens,Inner Queens,Male,"Less than 14,999",Asian,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
5513,Middle Queens,Middle Queens,Male,"Less than 14,999",Other,NO car,Social/recreation,Weekday,within,low income,Social,Yes
5514,Manhattan Core,Manhattan Core,Male,"200,000 and above",White,NO car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5515,Outer Queens,Outer Queens,Female," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5516,Middle Queens,Manhattan Core,Male," 75,000 -  99,999",Black,own car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
5517,Northern Bronx,Northern Bronx,Male,"35,000− 49,999",Hispanic,NO car,Personal errands,Weekday,within,low income,Others,Yes
5518,Northern Bronx,Northern Bronx,Male,"35,000− 49,999",Black,own car,Social/recreation,Weekday,within,low income,Social,No
5519,Southern Bronx,Southern Bronx,Male,"35,000− 49,999",Hispanic,own car,Commute to/from work,Weekday,within,low income,Work/School,No
5520,Southern Bronx,Southern Bronx,Male,"50,000 -  74,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5521,Staten Island,Staten Island,Male," 75,000 -  99,999",Other,own car,Personal errands,Weekday,within,middle income,Others,No
5522,Outer Brooklyn,Outer Brooklyn,Female," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5523,Northern Bronx,Northern Bronx,Female,"15,000− 24,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5524,Southern Bronx,Manhattan Core,Male," 75,000 -  99,999",Black,NO car,Commute to/from work,Weekday,outside,middle income,Work/School,Yes
5525,Staten Island,Staten Island,Female," 75,000 -  99,999",White,own car,Commute to/from work,Weekday,within,middle income,Work/School,No
5526,Outer Queens,Outer Queens,Male,"150,000− 199,999",White,own car,Commute to/from work,Weekday,within,high income,Work/School,No
5527,Southern Bronx,Manhattan Core,Female,"25,000− 34,999",Black,NO car,Shopping,Weekday,outside,low income,Social,Yes
5528,Southern Bronx,Northern Bronx,Female,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5529,Northern Manhattan,Manhattan Core,Female,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5530,Staten Island,Staten Island,Male,"50,000 -  74,999",White,own car,Business,Weekday,within,low income,Work/School,Yes
5531,Staten Island,Staten Island,Male,"200,000 and above",White,own car,Commute to/from work,Weekday,within,high income,Work/School,No
5532,Inner Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,No
5533,Staten Island,Staten Island,Female,"50,000 -  74,999",White,NO car,Shopping,Weekend,within,low income,Social,No
5534,Staten Island,Staten Island,Male," 75,000 -  99,999",White,own car,Personal errands,Weekend,within,middle income,Others,No
5535,Outer Brooklyn,Manhattan Core,Male,"100,000− 149,999",White,own car,Social/recreation,Weekend,outside,middle income,Social,Yes
5536,Staten Island,Staten Island,Male,"150,000− 199,999",Other,own car,Social/recreation,Weekend,within,high income,Social,No
5537,Staten Island,Staten Island,Male,"150,000− 199,999",White,own car,Commute to/from work,Weekend,within,high income,Work/School,No
5538,Staten Island,Staten Island,Female,"50,000 -  74,999",White,own car,Social/recreation,Weekend,within,low income,Social,No
5539,Manhattan Core,Manhattan Core,Female,"50,000 -  74,999",White,NO car,Medical visit (doctor's office),Weekend,within,low income,Others,No
5540,Northern Manhattan,Northern Manhattan,Female,"Less than 14,999",Hispanic,NO car,Social/recreation,Weekend,within,low income,Social,Yes
5541,Staten Island,Outside of NYC,Male,"100,000− 149,999",Hispanic,own car,Commute to/from work,Weekend,outside,middle income,Work/School,No
5542,Outer Brooklyn,Outer Brooklyn,Male," 75,000 -  99,999",White,NO car,Other,Weekday,within,middle income,Others,Yes
5543,Manhattan Core,Manhattan Core,Female,"35,000− 49,999",Black,NO car,Shopping,Weekend,within,low income,Social,Yes
5544,Manhattan Core,Manhattan Core,Male," 75,000 -  99,999",White,NO car,Social/recreation,Weekend,within,middle income,Social,Yes
5545,Inner Brooklyn,Inner Brooklyn,Female,"Less than 14,999",Hispanic,NO car,Shopping,Weekend,within,low income,Social,Yes
5546,Staten Island,Staten Island,Female,"25,000− 34,999",Hispanic,own car,Commute to/from work,Weekend,within,low income,Work/School,Yes
5547,Northern Manhattan,Northern Manhattan,Male,"100,000− 149,999",Hispanic,own car,Commute to/from work,Weekend,within,middle income,Work/School,No
5548,Northern Manhattan,Northern Manhattan,Female,"100,000− 149,999",White,NO car,Personal errands,Weekend,within,middle income,Others,No
5549,Inner Brooklyn,Inner Brooklyn,Female,"200,000 and above",White,NO car,Social/recreation,Weekend,within,high income,Social,Yes
5550,Manhattan Core,Manhattan Core,Female,"200,000 and above",White,NO car,Medical visit (doctor's office),Weekend,within,high income,Others,No
5551,Northern Manhattan,Northern Manhattan,Female,"25,000− 34,999",White,NO car,Commute to/from work,Weekend,within,low income,Work/School,Yes
5552,Northern Manhattan,Northern Manhattan,Female,"25,000− 34,999",Black,own car,Personal errands,Weekend,within,low income,Others,No
5553,Inner Brooklyn,Inner Brooklyn,Female,"25,000− 34,999",Black,NO car,Commute to/from work,Weekend,within,low income,Work/School,Yes
5554,Southern Bronx,Southern Bronx,Female,"Less than 14,999",Black,NO car,Shopping,Weekend,within,low income,Social,Yes
5555,Inner Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",Black,own car,Shopping,Weekend,within,low income,Social,No
5556,Northern Manhattan,Northern Manhattan,Female,"50,000 -  74,999",Hispanic,NO car,Shopping,Weekend,within,low income,Social,Yes
5557,Inner Brooklyn,Inner Brooklyn,Female,"50,000 -  74,999",Black,NO car,Shopping,Weekend,within,low income,Social,Yes
5558,Outer Queens,Outside of NYC,Female," 75,000 -  99,999",Asian,own car,School,Weekend,outside,middle income,Work/School,Yes
5559,Southern Bronx,Northern Bronx,Male,"35,000− 49,999",Hispanic,own car,Other,Weekend,outside,low income,Others,No
5560,Manhattan Core,Manhattan Core,Female,"150,000− 199,999",White,NO car,Shopping,Weekend,within,high income,Social,Yes
5561,Northern Bronx,Northern Bronx,Female,"Less than 14,999",Hispanic,NO car,Other,Weekend,within,low income,Others,Yes
5562,Outer Queens,Inner Queens,Female,"50,000 -  74,999",White,own car,Shopping,Weekend,outside,low income,Social,No
5563,Northern Bronx,Manhattan Core,Female,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekend,outside,low income,Work/School,Yes
5564,Outer Brooklyn,Outer Brooklyn,Female,"50,000 -  74,999",White,NO car,Personal errands,Weekend,within,low income,Others,Yes
5565,Northern Bronx,Northern Bronx,Female,"Less than 14,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5566,Outer Brooklyn,Outer Brooklyn,Male,"Less than 14,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5567,Southern Bronx,Southern Bronx,Female,"50,000 -  74,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5568,Outer Brooklyn,Manhattan Core,Male,"15,000− 24,999",Hispanic,NO car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5569,Inner Queens,Outer Brooklyn,Female,"25,000− 34,999",White,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
5570,Inner Brooklyn,Inner Brooklyn,Male,"25,000− 34,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5571,Northern Manhattan,Northern Manhattan,Male,"100,000− 149,999",Black,NO car,Commute to/from work,Weekday,within,middle income,Work/School,Yes
5572,Inner Brooklyn,Inner Brooklyn,Female,"35,000− 49,999",Black,NO car,School,Weekday,within,low income,Work/School,Yes
5573,Southern Bronx,Southern Bronx,Female,"35,000− 49,999",Hispanic,NO car,Personal errands,Weekday,within,low income,Others,No
5574,Manhattan Core,Manhattan Core,Female,"200,000 and above",White,NO car,Commute to/from work,Weekday,within,high income,Work/School,Yes
5575,Inner Brooklyn,Inner Brooklyn,Male,"50,000 -  74,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5576,Outer Brooklyn,Outer Brooklyn,Female,"50,000 -  74,999",White,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5577,Outer Brooklyn,Outer Brooklyn,Female,"50,000 -  74,999",Hispanic,NO car,Accompanying other traveler,Weekday,within,low income,Others,Yes
5578,Inner Brooklyn,Inner Queens,Female,"50,000 -  74,999",Black,own car,Commute to/from work,Weekday,outside,low income,Work/School,Yes
5579,Inner Brooklyn,Inner Brooklyn,Male,"200,000 and above",Other,NO car,Personal errands,Weekday,within,high income,Others,Yes
5580,Inner Brooklyn,Inner Brooklyn,Male,"50,000 -  74,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5581,Manhattan Core,Manhattan Core,Female,"25,000− 34,999",Hispanic,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5582,Inner Brooklyn,Inner Brooklyn,Female,"100,000− 149,999",White,NO car,Shopping,Weekday,within,middle income,Social,Yes
5583,Inner Brooklyn,Inner Brooklyn,Male,"35,000− 49,999",Black,NO car,Commute to/from work,Weekday,within,low income,Work/School,Yes
5584,Outer Brooklyn,Manhattan Core,Female,"150,000− 199,999",White,own car,Commute to/from work,Weekday,outside,high income,Work/School,No
5585,Outer Brooklyn,Inner Brooklyn,Female,"15,000− 24,999",White,own car,Commute to/from work,Weekday,outside,low income,Work/School,No
